Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
24.0,1,1,23.0,2,1,3,4.0,0,4.0,0,2.0,0,3,1,1.0,1,17127.0,0
39.0,1,3,27.0,2,1,2,4.0,1,3.0,0,4.0,1,1,0,1.0,2,21120.0,0
20.0,1,3,28.0,2,1,3,5.0,0,4.0,2,3.0,1,1,1,2.0,1,20799.0,1
29.0,1,1,10.0,3,0,4,4.0,3,4.0,1,2.0,0,4,0,1.0,3,26333.0,0
38.0,0,1,8.0,2,0,3,1.0,1,5.0,2,7.0,1,1,0,0.0,2,20980.0,0
26.0,1,1,13.0,3,0,2,4.0,3,5.0,1,1.0,1,4,1,1.0,3,17875.0,1
30.0,1,1,11.0,1,0,2,3.0,0,5.0,1,6.0,0,5,0,1.0,1,18204.0,0
29.0,1,1,14.0,3,1,3,4.0,1,3.0,1,2.0,1,3,1,1.0,2,20056.0,0
29.0,1,1,13.0,1,0,2,3.0,0,3.0,1,4.0,1,4,1,0.0,1,31124.0,1
24.0,1,1,19.0,2,1,4,4.0,0,3.0,3,3.0,0,5,1,1.0,1,21325.0,0
45.0,0,1,24.0,2,1,4,6.0,0,3.0,2,4.0,0,4,1,2.0,1,20968.0,0
29.0,1,1,28.0,3,1,3,4.0,0,3.0,0,3.0,0,2,0,1.0,1,21391.0,0
25.0,1,1,30.0,3,1,3,3.0,0,3.0,0,3.0,1,4,0,2.0,1,21403.0,0
32.0,0,3,9.0,2,0,3,5.0,0,3.0,3,2.0,0,5,0,2.0,1,21463.0,1
56.0,1,1,29.0,2,1,3,3.0,4,4.0,0,5.0,1,4,1,2.0,0,28402.0,0
27.0,1,1,6.0,2,0,3,3.0,3,5.0,0,2.0,0,4,1,2.0,3,22412.0,0
42.0,1,1,7.0,2,1,4,4.0,0,3.0,1,5.0,0,1,0,1.0,1,21460.0,0
44.0,0,1,14.0,3,1,3,3.0,0,3.0,1,6.0,0,4,0,2.0,1,20767.0,0
38.0,1,3,15.0,3,1,3,4.0,0,4.0,0,1.0,0,4,0,0.0,1,17899.0,0
35.0,1,3,15.0,2,0,4,4.0,1,5.0,1,7.0,0,1,1,3.0,2,25178.0,0
33.0,0,1,9.0,2,0,2,3.0,0,3.0,1,2.0,1,1,1,1.0,1,17909.0,0
50.0,1,1,13.0,2,0,3,5.0,4,3.0,1,4.0,1,5,1,1.0,0,32644.0,0
59.0,1,1,9.0,1,1,3,4.0,0,3.0,2,6.0,0,2,1,2.0,1,21157.0,1
49.0,0,1,24.0,2,1,3,3.0,1,3.0,1,2.0,1,2,0,1.0,2,21804.0,0
41.0,1,3,7.0,3,1,3,6.0,1,3.0,1,4.0,1,3,1,1.0,2,26135.0,0
46.0,1,1,14.0,3,0,3,4.0,0,3.0,1,6.0,1,3,0,2.0,1,23155.0,0
27.0,1,1,11.0,2,1,3,4.0,0,3.0,3,3.0,1,1,0,1.0,1,21553.0,0
52.0,1,1,16.0,2,1,4,4.0,0,3.0,0,5.0,0,3,1,1.0,1,20753.0,0
33.0,1,1,7.0,3,1,3,4.0,1,3.0,0,3.0,1,4,1,1.0,2,24840.0,0
42.0,1,1,19.0,2,1,3,4.0,0,3.0,1,5.0,1,3,1,1.0,1,23444.0,0
49.0,1,3,23.0,2,0,4,4.0,1,3.0,1,2.0,0,4,1,1.0,2,25117.0,0
40.0,1,1,26.0,1,1,3,3.0,3,3.0,0,5.0,0,3,1,1.0,3,25322.0,0
19.0,0,1,15.0,3,1,4,4.0,0,3.0,2,3.0,0,5,1,1.0,1,20582.0,1
42.0,1,1,29.0,2,0,2,3.0,4,3.0,2,3.0,0,3,0,0.0,0,30992.0,0
42.0,0,3,32.0,3,0,3,3.0,4,4.0,0,6.0,0,3,1,2.0,0,28525.0,0
42.0,1,1,30.0,3,1,2,3.0,3,5.0,0,2.0,1,2,1,1.0,3,22406.0,0
59.0,1,1,9.0,1,0,4,5.0,3,3.0,1,2.0,0,5,0,1.0,3,21050.0,1
30.0,0,3,32.0,3,0,2,4.0,1,5.0,3,6.0,0,1,1,1.0,2,21696.0,1
36.0,1,1,23.0,2,0,4,5.0,3,4.0,3,3.0,0,1,1,3.0,3,27284.0,0
54.0,1,1,6.0,3,0,2,3.0,4,3.0,2,7.0,0,4,1,1.0,0,32328.0,0
29.0,0,1,6.0,2,1,3,5.0,0,3.0,1,2.0,0,1,0,2.0,1,17720.0,0
25.0,1,3,11.0,3,1,2,4.0,1,3.0,2,2.0,1,3,0,1.0,2,20744.0,1
35.0,1,3,17.0,2,0,3,4.0,0,3.0,1,3.0,1,1,0,2.0,1,20898.0,0
39.0,1,3,17.0,3,1,4,5.0,3,3.0,1,2.0,1,3,1,2.0,3,27418.0,0
35.0,0,1,17.0,3,1,3,4.0,0,3.0,1,3.0,1,3,1,2.0,1,22493.0,0
31.0,1,1,7.0,3,1,4,4.0,0,4.0,0,2.0,1,4,1,3.0,1,22257.0,0
35.0,1,1,31.0,1,1,3,4.0,3,4.0,1,4.0,0,3,1,1.0,3,25903.0,0
38.0,0,1,17.0,3,1,4,4.0,3,3.0,1,8.0,0,3,1,3.0,3,28726.0,1
21.0,0,3,15.0,3,1,2,3.0,0,3.0,2,2.0,0,4,1,0.0,1,17610.0,0
31.0,1,1,14.0,3,1,3,5.0,0,4.0,1,3.0,0,5,0,1.0,1,20819.0,0
34.0,1,1,15.0,2,1,4,4.0,1,3.0,3,4.0,1,3,0,3.0,2,25066.0,0
26.0,1,3,11.0,2,0,4,5.0,1,3.0,3,3.0,1,1,0,3.0,2,23165.0,0
30.0,1,1,30.0,2,1,3,3.0,0,3.0,1,2.0,0,3,1,2.0,1,17693.0,0
39.0,0,2,17.0,2,1,4,4.0,1,3.0,1,5.0,0,3,0,3.0,2,24755.0,0
50.0,1,3,15.0,1,1,3,5.0,4,4.0,0,8.0,0,4,1,1.0,0,31798.0,0
32.0,1,1,8.0,1,1,3,3.0,0,5.0,2,2.0,0,1,1,1.0,1,17439.0,0
43.0,1,1,8.0,3,0,3,2.0,0,3.0,1,2.0,0,2,0,1.0,1,17645.0,0
38.0,1,1,28.0,2,1,4,2.0,0,5.0,1,3.0,1,3,1,1.0,1,22242.0,0
33.0,1,1,7.0,2,1,4,4.0,0,5.0,3,3.0,0,2,0,3.0,1,21634.0,0
43.0,0,1,16.0,2,0,2,3.0,0,3.0,2,1.0,0,5,0,1.0,1,17455.0,0
44.0,0,1,23.0,2,1,3,5.0,0,3.0,2,3.0,0,4,1,1.0,1,17290.0,0
30.0,0,3,27.0,1,0,3,4.0,0,3.0,0,3.0,0,3,0,2.0,1,20835.0,0
30.0,1,1,10.0,3,1,3,4.0,0,5.0,3,3.0,1,3,0,2.0,1,23401.0,0
43.0,0,3,33.0,3,0,4,4.0,4,4.0,0,7.0,0,3,1,3.0,0,32203.0,0
53.0,1,1,18.0,2,0,3,4.0,1,3.0,1,2.0,0,1,1,1.0,2,21827.0,0
33.0,0,1,12.0,2,0,3,2.0,0,3.0,2,5.0,1,1,0,2.0,1,21110.0,1
27.0,1,1,10.0,3,1,3,2.0,0,3.0,0,3.0,0,5,1,2.0,1,23098.0,0
29.0,1,1,7.0,1,1,3,4.0,0,5.0,2,4.0,0,4,0,1.0,1,20758.0,0
47.0,0,1,35.0,2,1,2,3.0,3,4.0,0,2.0,1,3,1,0.0,3,26849.0,1
32.0,1,3,16.0,3,1,2,3.0,1,3.0,2,2.0,0,4,1,1.0,2,20396.0,0
25.0,1,1,24.0,2,1,4,5.0,0,4.0,0,3.0,0,3,1,2.0,1,20805.0,0
30.0,0,1,11.0,3,0,2,3.0,0,4.0,2,1.0,0,3,0,0.0,1,17422.0,1
40.0,1,1,20.0,3,1,2,4.0,2,3.0,2,2.0,0,3,1,1.0,4,34626.0,0
30.0,1,1,36.0,2,1,4,6.0,1,3.0,1,2.0,0,5,1,3.0,2,25062.0,0
26.0,1,2,27.0,3,0,4,4.0,0,4.0,1,2.0,1,3,0,2.0,1,22347.0,1
32.0,1,1,12.0,2,1,2,3.0,0,3.0,2,4.0,0,1,0,1.0,1,18038.0,0
55.0,1,1,26.0,1,1,2,3.0,1,3.0,0,4.0,1,2,1,1.0,2,20415.0,0
53.0,1,1,18.0,2,0,3,4.0,1,3.0,0,2.0,0,2,1,2.0,2,21827.0,0
44.0,0,1,17.0,2,0,3,5.0,1,3.0,1,3.0,0,3,1,1.0,2,23935.0,0
46.0,1,1,9.0,2,0,3,5.0,1,3.0,1,3.0,0,4,1,2.0,2,24448.0,0
55.0,0,1,24.0,3,1,3,3.0,1,4.0,1,4.0,1,5,1,1.0,2,21385.0,0
40.0,1,1,9.0,1,0,4,5.0,1,3.0,3,3.0,0,2,1,1.0,2,23231.0,0
44.0,1,1,9.0,2,1,2,3.0,0,5.0,0,5.0,0,5,1,1.0,1,17362.0,1
46.0,1,3,16.0,3,1,4,4.0,3,5.0,1,6.0,1,1,0,1.0,3,29439.0,0
43.0,1,1,36.0,2,1,4,4.0,1,4.0,1,3.0,0,3,1,1.0,2,23112.0,0
29.0,1,1,16.0,2,0,3,4.0,0,5.0,2,7.0,1,5,1,1.0,1,17404.0,1
30.0,1,3,30.0,2,0,3,5.0,3,5.0,1,3.0,0,3,1,2.0,3,26014.0,1
31.0,1,1,31.0,2,1,4,4.0,0,3.0,1,3.0,0,2,0,2.0,1,21371.0,0
29.0,1,1,24.0,3,1,2,4.0,0,3.0,2,2.0,1,3,0,1.0,1,17389.0,1
54.0,1,1,14.0,2,1,3,3.0,4,3.0,0,5.0,0,2,0,1.0,0,33492.0,0
33.0,1,1,8.0,2,0,2,3.0,0,5.0,1,1.0,0,3,1,1.0,1,17707.0,1
19.0,0,3,6.0,1,0,3,5.0,0,5.0,2,1.0,0,3,1,0.0,1,17325.0,1
47.0,1,1,14.0,3,1,4,4.0,3,3.0,1,8.0,0,2,0,3.0,3,29523.0,0
31.0,1,1,32.0,2,1,2,3.0,0,3.0,1,2.0,0,3,1,1.0,1,17911.0,0
32.0,1,1,8.0,3,1,2,3.0,1,4.0,1,1.0,0,4,0,1.0,2,20470.0,0
44.0,1,1,8.0,2,0,3,1.0,3,3.0,1,2.0,1,4,1,0.0,3,22879.0,0
30.0,1,3,11.0,3,0,1,4.0,1,3.0,1,2.0,0,1,1,0.0,2,21118.0,0
30.0,1,3,10.0,3,0,3,4.0,1,4.0,1,2.0,1,3,1,1.0,2,20209.0,0
41.0,0,1,16.0,3,0,3,4.0,3,3.0,2,2.0,0,4,0,1.0,3,32177.0,0
41.0,1,1,7.0,2,0,3,4.0,1,3.0,1,6.0,0,3,0,2.0,2,25191.0,0
41.0,1,1,7.0,2,1,3,4.0,0,3.0,1,2.0,0,1,0,1.0,1,21084.0,0
38.0,0,3,16.0,3,1,4,4.0,3,4.0,1,3.0,0,1,1,3.0,3,27512.0,0
28.0,1,3,15.0,2,1,3,3.0,1,3.0,2,2.0,0,3,1,0.0,2,20253.0,0
35.0,1,1,24.0,2,0,3,4.0,0,3.0,3,3.0,1,5,1,1.0,1,23216.0,1
37.0,1,1,6.0,2,0,3,3.0,1,4.0,0,7.0,0,2,1,1.0,2,21447.0,0
39.0,0,1,14.0,2,1,3,2.0,0,3.0,1,3.0,0,3,0,1.0,1,21288.0,0
27.0,0,3,6.0,3,1,3,3.0,1,4.0,1,1.0,1,1,0,1.0,2,21349.0,0
22.0,1,1,21.0,3,0,2,3.0,0,3.0,2,2.0,0,2,1,1.0,1,17871.0,0
34.0,1,1,12.0,3,1,2,3.0,0,5.0,2,3.0,0,4,0,0.0,1,17960.0,1
28.0,1,1,24.0,1,1,3,4.0,0,4.0,0,2.0,1,4,1,1.0,1,21736.0,0
30.0,1,1,16.0,2,1,4,2.0,0,3.0,1,8.0,0,5,1,1.0,1,21129.0,0
36.0,1,1,12.0,1,1,4,4.0,3,4.0,3,2.0,0,3,0,1.0,3,26773.0,0
28.0,1,1,9.0,2,0,3,4.0,0,5.0,1,3.0,0,3,1,2.0,1,21019.0,0
45.0,1,1,6.0,2,1,3,1.0,2,3.0,1,1.0,0,4,1,1.0,4,34202.0,0
60.0,1,1,13.0,2,0,2,3.0,2,5.0,0,6.0,0,5,0,0.0,4,34566.0,0
29.0,0,1,7.0,2,0,3,6.0,1,3.0,0,2.0,0,3,1,1.0,2,25352.0,0
33.0,1,1,6.0,2,1,3,4.0,0,5.0,2,4.0,1,4,1,1.0,1,17799.0,0
31.0,1,1,12.0,1,0,3,4.0,0,5.0,1,7.0,0,5,0,2.0,1,21882.0,0
42.0,1,1,8.0,2,1,3,4.0,1,3.0,3,4.0,0,2,0,1.0,2,21781.0,0
34.0,0,1,7.0,2,0,4,4.0,3,3.0,2,3.0,1,1,1,1.0,3,32136.0,0
36.0,1,1,34.0,2,1,3,4.0,1,3.0,1,4.0,0,5,0,2.0,2,25561.0,0
50.0,1,1,6.0,3,1,3,3.0,4,3.0,1,1.0,0,5,0,2.0,0,32399.0,0
44.0,1,1,16.0,2,1,3,3.0,0,3.0,2,2.0,1,3,1,0.0,1,17936.0,1
27.0,1,3,11.0,3,1,3,5.0,1,3.0,3,3.0,1,2,1,2.0,2,24506.0,1
35.0,0,3,14.0,3,0,3,4.0,3,3.0,0,5.0,1,5,1,2.0,3,25377.0,0
36.0,1,1,7.0,1,0,3,5.0,3,5.0,1,3.0,1,1,1,0.0,3,25252.0,0
36.0,0,1,32.0,2,0,4,4.0,0,4.0,1,3.0,1,3,0,1.0,1,20700.0,1
37.0,1,1,9.0,2,0,4,4.0,0,3.0,0,6.0,0,5,1,1.0,1,21221.0,0
31.0,0,1,30.0,2,1,4,6.0,0,3.0,1,3.0,0,3,1,3.0,1,21291.0,0
47.0,0,1,22.0,3,1,3,1.0,1,3.0,1,2.0,1,2,0,0.0,2,20067.0,0
24.0,1,1,16.0,3,1,3,4.0,0,5.0,1,3.0,0,3,1,1.0,1,21178.0,0
32.0,1,3,14.0,1,1,4,2.0,1,3.0,1,6.0,0,1,1,2.0,2,25607.0,0
25.0,1,1,24.0,2,0,4,4.0,0,4.0,0,3.0,0,2,0,2.0,1,20888.0,1
31.0,1,2,8.0,2,1,3,4.0,1,5.0,0,4.0,0,3,0,1.0,2,21410.0,0
31.0,1,1,12.0,1,0,3,4.0,0,5.0,1,7.0,0,5,1,2.0,1,21882.0,0
41.0,1,1,14.0,2,1,4,4.0,0,5.0,2,5.0,1,3,0,2.0,1,20844.0,1
33.0,1,1,16.0,2,0,4,4.0,1,3.0,1,3.0,1,5,1,3.0,2,25000.0,0
35.0,1,3,20.0,3,1,3,4.0,3,3.0,1,3.0,0,1,1,2.0,3,27306.0,0
36.0,0,3,9.0,3,1,2,4.0,3,3.0,0,5.0,0,2,0,1.0,3,24699.0,0
42.0,0,3,11.0,3,1,3,4.0,1,4.0,3,3.0,0,3,1,1.0,2,28033.0,1
27.0,0,3,14.0,2,1,2,3.0,3,3.0,3,2.0,0,1,1,0.0,3,23726.0,0
47.0,1,1,10.0,2,0,3,4.0,3,4.0,1,1.0,1,4,1,2.0,3,25333.0,0
43.0,1,1,17.0,2,1,1,3.0,3,3.0,1,2.0,0,1,1,0.0,3,22510.0,0
36.0,1,3,7.0,3,1,3,4.0,1,3.0,0,2.0,0,3,1,1.0,2,23395.0,0
35.0,1,1,28.0,2,0,3,1.0,3,4.0,1,1.0,0,5,1,2.0,3,26996.0,0
44.0,1,1,9.0,3,0,4,3.0,0,3.0,1,3.0,0,2,0,2.0,1,21323.0,0
31.0,1,3,22.0,3,1,4,5.0,3,5.0,1,4.0,0,1,0,3.0,3,25818.0,0
45.0,1,1,12.0,2,1,2,3.0,3,5.0,0,5.0,1,3,0,0.0,3,28245.0,0
40.0,1,1,25.0,2,1,3,4.0,1,3.0,3,2.0,0,3,0,1.0,2,23212.0,0
31.0,1,1,15.0,2,1,2,3.0,3,4.0,1,2.0,0,3,0,0.0,3,25648.0,0
38.0,0,1,8.0,2,1,2,3.0,0,3.0,1,2.0,1,5,1,0.0,1,16702.0,0
35.0,0,1,16.0,2,1,4,4.0,1,5.0,1,6.0,0,3,0,2.0,2,24024.0,1
22.0,1,3,12.0,3,1,3,4.0,0,5.0,2,3.0,1,1,1,1.0,1,21058.0,0
32.0,1,1,18.0,2,1,3,4.0,0,3.0,1,5.0,1,3,0,1.0,1,21034.0,0
45.0,1,3,17.0,2,0,2,3.0,4,3.0,1,4.0,0,4,0,1.0,0,32650.0,0
29.0,1,1,34.0,3,0,3,6.0,1,5.0,1,2.0,0,4,1,1.0,2,23886.0,0
27.0,0,2,24.0,2,0,3,4.0,0,3.0,1,2.0,1,5,0,2.0,1,21419.0,1
45.0,1,3,35.0,3,0,3,2.0,4,3.0,1,5.0,1,1,1,1.0,0,31998.0,0
31.0,0,1,12.0,3,0,3,4.0,0,4.0,2,2.0,0,3,0,1.0,1,21100.0,1
35.0,1,3,10.0,1,1,2,3.0,3,5.0,3,1.0,1,4,1,1.0,3,24582.0,1
32.0,0,1,12.0,3,1,4,4.0,1,5.0,2,2.0,0,1,0,3.0,2,28614.0,0
36.0,1,3,8.0,3,1,3,4.0,3,3.0,1,2.0,0,1,1,1.0,3,22596.0,0
30.0,0,1,9.0,2,1,2,3.0,0,3.0,0,5.0,0,3,0,1.0,1,17097.0,0
34.0,1,3,14.0,2,0,3,3.0,1,5.0,1,6.0,0,1,1,2.0,2,21500.0,0
36.0,1,1,21.0,2,1,3,5.0,0,4.0,1,3.0,1,5,1,2.0,1,22421.0,1
35.0,1,3,14.0,2,0,3,3.0,0,3.0,1,2.0,0,3,1,2.0,1,17572.0,0
46.0,0,1,30.0,2,1,3,4.0,1,5.0,0,3.0,1,2,1,1.0,2,22311.0,0
29.0,0,1,6.0,2,1,3,5.0,0,3.0,1,2.0,0,2,1,0.0,1,17720.0,0
49.0,1,1,11.0,1,1,3,3.0,1,3.0,0,3.0,0,3,0,0.0,2,21651.0,0
37.0,1,1,13.0,2,1,3,6.0,0,3.0,1,3.0,0,1,1,1.0,1,21419.0,0
51.0,1,1,12.0,2,1,2,3.0,2,3.0,2,1.0,0,5,1,0.0,4,34537.0,0
32.0,0,1,19.0,2,0,3,4.0,0,4.0,0,2.0,0,5,0,0.0,1,17743.0,0
31.0,1,1,7.0,2,1,3,6.0,0,3.0,0,5.0,0,4,1,1.0,1,22511.0,0
36.0,1,1,17.0,2,1,3,4.0,0,3.0,1,3.0,0,5,1,1.0,1,22595.0,0
34.0,1,3,16.0,3,0,4,4.0,1,5.0,3,2.0,1,3,0,2.0,2,26902.0,1
33.0,1,1,6.0,3,0,3,2.0,4,3.0,1,5.0,0,2,0,2.0,0,31184.0,0
34.0,1,3,19.0,3,1,2,3.0,3,3.0,1,2.0,0,1,1,1.0,3,23628.0,0
32.0,1,3,10.0,3,1,2,5.0,3,3.0,1,2.0,0,1,1,0.0,3,25400.0,1
25.0,1,3,19.0,3,1,2,3.0,0,3.0,0,2.0,0,3,1,0.0,1,17096.0,0
38.0,1,3,13.0,3,0,2,2.0,1,5.0,1,2.0,1,3,0,0.0,2,20605.0,0
31.0,0,3,11.0,3,0,2,3.0,0,4.0,1,2.0,0,3,0,0.0,1,17789.0,0
35.0,1,1,13.0,2,1,2,3.0,3,3.0,3,4.0,0,3,0,0.0,3,25221.0,0
35.0,0,1,26.0,3,0,3,4.0,1,4.0,1,6.0,0,3,1,1.0,2,23122.0,0
46.0,1,1,35.0,1,1,4,4.0,0,3.0,1,6.0,0,3,1,3.0,1,20810.0,0
55.0,1,3,9.0,2,0,3,5.0,3,3.0,1,8.0,0,5,1,2.0,3,29364.0,0
54.0,1,2,25.0,3,1,2,3.0,3,4.0,0,3.0,0,3,1,0.0,3,25725.0,0
35.0,1,1,7.0,2,1,3,5.0,0,3.0,1,3.0,1,1,1,2.0,1,22300.0,0
32.0,1,1,8.0,1,1,2,4.0,1,5.0,2,5.0,0,4,0,1.0,2,17176.0,0
35.0,1,1,7.0,3,1,4,4.0,1,4.0,1,3.0,0,5,1,3.0,2,23003.0,0
31.0,1,3,12.0,3,0,2,5.0,1,3.0,1,3.0,0,1,1,1.0,2,24796.0,0
36.0,1,1,23.0,3,1,3,2.0,0,4.0,1,2.0,0,4,1,2.0,1,21104.0,0
30.0,1,1,16.0,3,0,3,3.0,3,3.0,3,1.0,0,4,0,0.0,3,24667.0,0
34.0,0,1,13.0,2,1,2,4.0,1,3.0,1,5.0,0,5,1,1.0,2,26403.0,0
31.0,1,3,14.0,2,1,2,3.0,3,3.0,1,2.0,0,3,1,0.0,3,25793.0,0
25.0,0,1,11.0,2,1,3,5.0,0,3.0,1,2.0,0,3,0,2.0,1,21840.0,0
43.0,0,3,21.0,2,1,2,4.0,1,3.0,1,4.0,0,5,1,0.0,2,21804.0,0
31.0,0,3,19.0,2,1,4,5.0,0,5.0,0,3.0,0,5,1,1.0,1,20711.0,1
32.0,1,2,25.0,2,1,3,2.0,0,5.0,1,2.0,0,1,1,1.0,1,21634.0,1
32.0,0,1,11.0,2,0,2,1.0,0,3.0,2,4.0,1,1,0,1.0,1,17432.0,1
29.0,1,3,9.0,3,0,3,4.0,1,4.0,0,3.0,1,3,1,1.0,2,23457.0,0
38.0,1,1,6.0,2,0,2,3.0,0,5.0,2,4.0,0,1,0,1.0,1,17619.0,0
45.0,1,1,27.0,2,1,3,4.0,0,4.0,3,3.0,0,5,1,2.0,1,22098.0,0
34.0,0,1,22.0,2,0,3,4.0,0,3.0,2,2.0,0,5,1,1.0,1,17553.0,0
30.0,1,1,11.0,1,0,2,3.0,0,5.0,1,6.0,0,5,1,1.0,1,18204.0,0
31.0,1,1,9.0,3,0,3,5.0,1,3.0,3,7.0,1,2,1,2.0,2,25555.0,0
26.0,1,3,14.0,1,1,2,4.0,1,5.0,2,7.0,0,3,0,0.0,2,20326.0,1
42.0,1,1,13.0,3,1,4,5.0,1,4.0,3,8.0,1,3,1,1.0,2,24710.0,0
28.0,1,3,18.0,3,0,4,2.0,0,3.0,0,2.0,0,3,1,2.0,1,21212.0,0
32.0,1,1,11.0,2,1,3,1.0,0,4.0,1,1.0,1,1,1,2.0,1,18298.0,0
37.0,1,1,6.0,2,0,3,3.0,1,4.0,1,7.0,0,1,1,2.0,2,21447.0,0
37.0,1,3,9.0,3,1,4,5.0,3,3.0,0,3.0,0,2,1,1.0,3,26274.0,0
42.0,1,1,15.0,2,1,3,4.0,2,3.0,2,1.0,0,1,1,1.0,4,34613.0,0
31.0,1,3,13.0,2,1,2,4.0,0,3.0,1,4.0,0,4,1,1.0,1,17329.0,0
32.0,1,1,9.0,2,1,4,4.0,0,3.0,1,3.0,0,5,0,3.0,1,22155.0,0
32.0,1,1,7.0,3,1,3,4.0,0,4.0,2,3.0,0,3,1,1.0,1,21179.0,0
43.0,1,1,9.0,2,0,3,4.0,1,3.0,1,3.0,0,1,0,1.0,2,22767.0,0
34.0,0,1,32.0,1,0,3,4.0,0,3.0,1,2.0,0,1,1,0.0,1,17029.0,0
41.0,1,1,18.0,1,0,2,3.0,2,3.0,1,2.0,0,4,1,1.0,4,34545.0,1
30.0,1,3,26.0,2,1,4,5.0,1,3.0,1,3.0,0,4,1,1.0,2,27298.0,0
31.0,0,1,16.0,3,1,4,4.0,1,5.0,1,3.0,0,1,1,2.0,2,21750.0,0
55.0,1,1,8.0,2,0,3,3.0,4,3.0,2,3.0,1,5,0,1.0,0,31659.0,0
24.0,1,2,28.0,2,1,2,5.0,0,3.0,1,2.0,0,1,0,1.0,1,16555.0,1
41.0,0,1,33.0,3,0,4,5.0,1,3.0,0,5.0,1,2,1,1.0,2,23100.0,0
30.0,1,1,35.0,2,0,4,4.0,0,3.0,1,6.0,0,5,0,2.0,1,21192.0,0
32.0,1,3,6.0,2,1,2,5.0,1,4.0,3,7.0,0,3,0,1.0,2,21735.0,1
39.0,1,1,36.0,1,1,3,4.0,1,3.0,0,5.0,0,2,0,2.0,2,24939.0,0
31.0,1,1,18.0,3,0,2,3.0,1,3.0,0,1.0,1,4,0,1.0,2,20855.0,0
29.0,1,1,10.0,1,0,3,4.0,0,5.0,1,2.0,0,4,0,0.0,1,17109.0,0
29.0,1,1,12.0,1,1,3,4.0,0,3.0,3,3.0,1,1,0,1.0,1,22119.0,1
31.0,1,3,19.0,3,1,3,4.0,1,5.0,1,6.0,1,1,1,0.0,2,17302.0,1
36.0,1,3,22.0,3,1,3,6.0,1,3.0,1,8.0,1,1,1,2.0,2,24118.0,1
35.0,1,1,24.0,2,1,2,1.0,1,5.0,1,2.0,0,3,0,1.0,2,20208.0,0
59.0,1,2,12.0,3,1,2,3.0,0,3.0,0,1.0,0,4,1,0.0,1,17267.0,0
30.0,1,1,32.0,1,0,4,5.0,0,4.0,1,7.0,0,3,1,3.0,1,21224.0,1
38.0,0,1,8.0,3,0,2,4.0,0,4.0,2,2.0,0,1,1,0.0,1,17440.0,0
39.0,0,3,9.0,2,1,3,5.0,1,3.0,1,5.0,0,5,1,2.0,2,23927.0,0
36.0,1,1,18.0,3,0,2,4.0,3,3.0,3,1.0,0,1,1,0.0,3,23858.0,0
48.0,1,1,6.0,2,1,3,4.0,3,3.0,2,1.0,1,5,0,2.0,3,20381.0,1
41.0,1,1,19.0,2,0,3,4.0,1,5.0,1,4.0,0,1,1,2.0,2,23126.0,0
27.0,0,1,11.0,2,0,2,3.0,0,3.0,2,1.0,1,1,1,1.0,1,17379.0,0
26.0,0,1,8.0,2,1,2,3.0,0,5.0,0,7.0,1,5,1,0.0,1,17042.0,1
29.0,1,1,7.0,2,0,4,6.0,0,4.0,2,2.0,1,2,1,1.0,1,20894.0,1
31.0,0,1,7.0,3,0,3,4.0,1,3.0,3,3.0,0,3,1,1.0,2,22689.0,0
43.0,1,1,13.0,3,1,3,4.0,3,5.0,1,2.0,0,3,1,1.0,3,32026.0,0
29.0,1,1,7.0,2,1,3,4.0,0,3.0,1,3.0,0,1,0,1.0,1,20722.0,0
32.0,1,3,27.0,2,0,4,6.0,1,3.0,1,5.0,1,3,0,3.0,2,23237.0,1
30.0,0,1,9.0,3,0,3,3.0,0,3.0,1,2.0,0,3,1,1.0,1,17083.0,0
52.0,0,1,15.0,2,1,3,6.0,3,3.0,2,4.0,0,2,0,2.0,3,29328.0,1
35.0,1,1,6.0,3,1,3,4.0,0,5.0,2,2.0,0,1,0,2.0,1,17450.0,0
40.0,1,3,16.0,3,1,3,4.0,3,4.0,1,3.0,0,4,1,1.0,3,24705.0,0
47.0,1,1,8.0,3,0,3,3.0,1,3.0,1,6.0,0,2,0,1.0,2,20070.0,0
30.0,1,1,15.0,3,1,2,4.0,0,3.0,2,2.0,0,4,1,1.0,1,17206.0,0
34.0,1,1,7.0,2,1,4,5.0,0,5.0,3,5.0,1,4,1,2.0,1,21477.0,0
50.0,1,1,35.0,2,1,2,4.0,4,3.0,1,1.0,0,5,1,1.0,0,32046.0,0
27.0,1,3,8.0,3,1,2,3.0,0,5.0,1,1.0,0,5,1,1.0,1,18041.0,1
34.0,1,1,20.0,2,0,3,4.0,0,3.0,3,5.0,0,3,1,1.0,1,22130.0,0
27.0,1,1,9.0,3,1,2,4.0,0,3.0,2,1.0,0,1,1,1.0,1,17045.0,0
23.0,1,1,7.0,2,1,3,5.0,1,3.0,1,8.0,0,1,1,2.0,2,23453.0,0
35.0,1,1,13.0,2,0,3,4.0,1,3.0,3,3.0,0,3,0,1.0,2,23487.0,0
29.0,1,3,16.0,3,1,2,3.0,0,4.0,1,2.0,0,2,0,1.0,1,17297.0,0
53.0,0,1,35.0,3,0,3,2.0,4,3.0,0,4.0,1,4,0,1.0,0,31925.0,0
